Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
;Madrid;28004;Spain;40.423006534055354;-3.705190994265175;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;;;200.0;45.0;1;10;3;1125;;0;0;25;300;3;100.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;1.0;0.43;40.4230065341,-3.70519099427
La Latina;Madrid;28005;Spain;40.407706640333664;-3.706899265508334;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;44.0;;;100.0;23.0;2;5;2;14;;2;13;24;273;32;86.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;4.0;4.57;40.4077066403,-3.70689926551
Usera;Madrid;28026;Spain;40.385658259560365;-3.703142935993145;Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron;;147.0;;;;27.0;1;0;1;1125;;26;56;86;87;0;;;;;;;;flexible;2.0;;40.3856582596,-3.70314293599
Embajadores;Madrid;28012;Spain;40.40793170649486;-3.697293228265264;House;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;50.0;;1400.0;100.0;25.0;2;20;2;1125;;8;21;32;305;42;86.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;1.0;2.08;40.4079317065,-3.69729322827
Pacifico;Madrid;28007;Spain;40.40591621668588;-3.680583917895195;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Essentials,Hangers,Iron;;90.0;;;;;1;0;2;28;;11;28;54;329;13;83.0;9.0;9.0;8.0;8.0;8.0;8.0;moderate;5.0;0.84;40.4059162167,-3.6805839179
Malasaña;Madrid;28004;Spain;40.420492719780306;-3.701891469245427;House;Entire home/apt;6;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;;;;20.0;1;0;2;30;;1;1;1;46;9;89.0;9.0;8.0;9.0;9.0;10.0;9.0;flexible;2.0;2.76;40.4204927198,-3.70189146925
Berruguete;Madrid;28039;Spain;40.45759969961603;-3.706704910011106;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;42.0;;;;10.0;1;0;2;1125;;0;8;25;58;31;88.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;1.0;6.64;40.4575996996,-3.70670491001
Vicálvaro;Madrid;28032;Spain;40.40843237088473;-3.6049959645892993;Chalet;Private room;1;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;12.0;;;;;1;0;2;16;;5;16;46;47;7;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;2.0;1.38;40.4084323709,-3.60499596459
;Madrid;28012;Spain;40.41516926585923;-3.707325226186859;House;Entire home/apt;8;1.5;2.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;99.0;;;;30.0;4;25;1;1125;;6;18;36;307;16;88.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.0;3.93;40.4151692659,-3.70732522619
Almagro;Madrid;28010;Spain;40.43329048028244;-3.69724463095756;House;Private room;11;3.0;4.0;9.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance;2691.0;23.0;140.0;550.0;100.0;30.0;1;22;4;100;;13;43;73;348;9;89.0;9.0;8.0;10.0;10.0;10.0;9.0;strict;25.0;0.23;40.4332904803,-3.69724463096
;Madrid;28012;Spain;40.4082725206945;-3.700204351979701;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;43.0;;;200.0;30.0;1;0;7;1125;;0;6;36;62;0;;;;;;;;strict;20.0;;40.4082725207,-3.70020435198
;Madrid;28002;Spain;40.44273396607044;-3.671485834029637;Loft;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Air conditioning,Smoking allowed,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Essentials,Shampoo,Hair dryer;;100.0;;;;;1;0;3;1125;;0;0;0;0;0;;;;;;;;super_strict_60;5.0;;40.4427339661,-3.67148583403
Fuencarral-el Pardo;Madrid;28034;Spain;40.49272104944128;-3.694404339452635;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;;;24.0;;;;;1;0;1;1125;;30;60;90;365;1;80.0;10.0;8.0;10.0;10.0;6.0;8.0;moderate;1.0;0.15;40.4927210494,-3.69440433945
;Madrid;28012;Spain;40.412536361455686;-3.7016717476186938;Apartment;Private room;1;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;150.0;;90.0;;1;0;2;15;;9;26;51;326;39;95.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.0;1.02;40.4125363615,-3.70167174762
Ciudad Lineal;Madrid;28027;Spain;40.438018344042064;-3.6426647453805416;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Breakfast,Heating,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;;150.0;8.0;1;0;3;30;;29;59;89;364;0;;;;;;;;moderate;1.0;;40.438018344,-3.64266474538
Justicia;Madrid;28004;Spain;40.42800822505064;-3.701595827400588;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;79.0;560.0;1350.0;250.0;15.0;2;5;3;600;;0;0;0;234;58;93.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;9.0;1.73;40.4280082251,-3.7015958274
Sol;Madrid;28013;Spain;40.42005521463798;-3.7067676255705777;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room;;40.0;;;;;1;0;2;1125;;12;31;55;313;4;85.0;10.0;8.0;10.0;10.0;10.0;10.0;flexible;5.0;3.53;40.4200552146,-3.70676762557
;Madrid;28042;Spain;40.47251543326955;-3.583122239661046;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,Hair dryer;;70.0;;;;;1;0;2;1125;;27;57;87;177;0;;;;;;;;flexible;1.0;;40.4725154333,-3.58312223966
Cortes;Madrid;28014;Spain;40.41138724656468;-3.6940846654777095;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hair dryer;;90.0;600.0;1600.0;100.0;30.0;2;10;3;730;;12;30;57;326;7;83.0;7.0;9.0;9.0;8.0;10.0;8.0;moderate;11.0;0.23;40.4113872466,-3.69408466548
Gaztambide;Madrid;28015;Spain;40.43360331358347;-3.714609160379583;House;Private room;1;5.5;10.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room;;40.0;;;;;1;0;2;196;;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;7.0;0.83;40.4336033136,-3.71460916038
Rios Rosas;Madrid;28003;Spain;40.44259562279864;-3.697801176609729;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;45.0;315.0;775.0;;15.0;1;0;3;1125;;0;6;31;227;33;91.0;9.0;9.0;10.0;9.0;9.0;9.0;strict;1.0;1.37;40.4425956228,-3.69780117661
;Madrid;28012;Spain;40.41642966317173;-3.706813967472148;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Hangers,Hair dryer,Iron;;80.0;450.0;1950.0;;;1;0;2;1125;;9;31;53;323;31;79.0;9.0;8.0;9.0;9.0;10.0;9.0;strict;6.0;2.15;40.4164296632,-3.70681396747
Carabanchel;Madrid;28019;Spain;40.39511048047806;-3.733412333910165;House;Entire home/apt;4;2.0;3.0;2.0;Real Bed;TV,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;40.0;;;;25.0;1;0;2;1125;;5;18;40;41;0;;;;;;;;flexible;1.0;;40.3951104805,-3.73341233391
Embajadores;Madrid;28012;Spain;40.411005592781294;-3.7036421053074537;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace;;32.0;;;;10.0;1;15;1;1125;;14;44;74;349;55;94.0;10.0;10.0;9.0;9.0;10.0;10.0;moderate;8.0;4.6;40.4110055928,-3.70364210531
;Madrid;28012;Spain;40.414999514989056;-3.703095934979672;Apartment;Entire home/apt;16;6.0;10.0;16.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Safety card,Essentials,24-hour check-in,Hangers,Hair dryer;;180.0;;;300.0;35.0;8;12;1;1125;;2;10;13;259;15;84.0;8.0;9.0;9.0;9.0;9.0;9.0;strict;5.0;1.4;40.414999515,-3.70309593498
;Madrid;;Spain;40.3848065246658;-3.743283152865084;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room;;25.0;;;;;1;0;1;10;;14;26;26;26;0;;;;;;;;flexible;1.0;;40.3848065247,-3.74328315287
Carabanchel;Madrid;28025;Spain;40.38564524940613;-3.744985278190589;Other;Entire home/apt;3;1.0;3.0;3.0;Real Bed;Wireless Internet,Kitchen,Pets live on this property,Dog(s),Heating,Washer,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;18.0;;;250.0;;1;0;90;365;;0;0;0;0;1;100.0;10.0;10.0;8.0;10.0;10.0;8.0;strict;1.0;0.11;40.3856452494,-3.74498527819
;Madrid;28004;Spain;40.426229382146545;-3.701940971969192;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;;;;30.0;2;10;2;1125;;5;23;46;136;28;90.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.0;3.01;40.4262293821,-3.70194097197
Ciudad Lineal;Madrid;28033;Spain;40.46849156361888;-3.6686247692440914;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Air conditioning,Pool,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace;;19.0;;;100.0;5.0;1;10;1;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4684915636,-3.66862476924
;Madrid;28026;Spain;40.38596686803499;-3.698539126780821;Apartment;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_50;;40.0;;;;10.0;2;10;2;1125;;1;9;19;256;38;94.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;1.0;4.94;40.385966868,-3.69853912678
Palacio;Madrid;28012;Spain;40.41839360767443;-3.709350269486004;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials;;17.0;250.0;600.0;90.0;;1;10;3;1125;;0;0;0;0;27;82.0;9.0;8.0;9.0;9.0;10.0;9.0;moderate;9.0;0.77;40.4183936077,-3.70935026949
;Madrid;;Spain;40.43583951234555;-3.7138805892737;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hair dryer;;45.0;;;;;1;0;1;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4358395123,-3.71388058927
;Madrid;28012;Spain;40.40699894749145;-3.699079708090909;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Washer,Lock on bedroom door,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room;;42.0;;;200.0;30.0;1;0;7;1125;;0;0;6;32;0;;;;;;;;strict;20.0;;40.4069989475,-3.69907970809
Ibiza;Madrid;28009;Spain;40.42074553094984;-3.678762881475842;Apartment;Entire home/apt;6;3.0;3.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;150.0;;;;40.0;4;15;2;1125;;7;16;35;277;15;91.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;67.0;2.3;40.4207455309,-3.67876288148
Justicia;Madrid;28004;Spain;40.42498426702068;-3.697313495428025;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;95.0;390.0;;;30.0;2;15;2;1125;;0;3;7;110;11;95.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;1.0;0.51;40.424984267,-3.69731349543
Sol;Madrid;28012;Spain;40.415268058246966;-3.704105582254444;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;84.0;499.0;1499.0;;;1;0;2;90;;5;14;25;85;230;96.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;2.0;6.32;40.4152680582,-3.70410558225
Cortes;Madrid;28012;Spain;40.41297432691964;-3.697847379866385;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials;0.0;63.0;;;80.0;35.0;2;40;3;100;;4;15;21;57;59;94.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;2.0;1.48;40.4129743269,-3.69784737987
Justicia;Madrid;28004;Spain;40.420916064198344;-3.697487705536177;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Safety card,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;90.0;;;200.0;25.0;1;0;2;1125;;6;27;53;79;27;87.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;12.0;1.54;40.4209160642,-3.69748770554
Arapiles;Madrid;28015;Spain;40.43707516138928;-3.7096247755043334;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;28.0;150.0;500.0;;5.0;1;7;1;1125;;23;53;83;358;13;86.0;9.0;9.0;9.0;10.0;10.0;9.0;moderate;1.0;0.57;40.4370751614,-3.7096247755
Bellas Vistas;Madrid;28039;Spain;40.44762188423398;-3.704618124586675;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace;;45.0;;;300.0;;1;0;5;30;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4476218842,-3.70461812459
Almenara;Madrid;28029;Spain;40.467344081239794;-3.692781180271785;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;29.0;;;;;1;10;1;30;;11;36;65;324;45;92.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;4.0;4.8;40.4673440812,-3.69278118027
Castellana;Madrid;28006;Spain;40.43584698385452;-3.683038732522427;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;99.0;;;150.0;36.0;1;0;2;1125;;11;36;62;146;12;83.0;9.0;7.0;10.0;10.0;10.0;9.0;flexible;1.0;1.41;40.4358469839,-3.68303873252
Justicia;Madrid;28004;Spain;40.42423764199107;-3.6994343845778306;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;450.0;1850.0;;;2;10;1;1125;;8;20;50;325;35;95.0;10.0;10.0;10.0;9.0;10.0;9.0;moderate;3.0;2.59;40.424237642,-3.69943438458
Lista;Madrid;28006;Spain;40.43191845335916;-3.6741034687693337;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Family/kid friendly,Washer,Essentials,Shampoo;;55.0;390.0;1500.0;;20.0;3;5;1;1125;;6;36;66;341;0;;;;;;;;moderate;4.0;;40.4319184534,-3.67410346877
;Madrid;28011;Spain;40.405963808595466;-3.749229805302411;House;Entire home/apt;3;1.0;3.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;70.0;;;;12.0;1;0;2;1125;;7;30;49;323;13;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;1.11;40.4059638086,-3.7492298053
;Madrid;28027;Spain;40.43767186346301;-3.646335443014637;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_50;;15.0;;;;;1;0;1;10;;8;17;21;21;46;97.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.0;11.6;40.4376718635,-3.64633544301
;Madrid;28004;Spain;40.4270206991808;-3.7059999158616543;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;Family/kid friendly;;68.0;;;;;2;15;1;1125;;7;29;55;330;0;;;;;;;;moderate;7.0;;40.4270206992,-3.70599991586
Malasaña;Madrid;28013;Spain;40.42182910679871;-3.705542349340065;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;232.0;;;;77.0;2;17;3;1125;;1;1;1;1;2;90.0;10.0;10.0;8.0;9.0;9.0;10.0;strict;77.0;0.23;40.4218291068,-3.70554234934
Cortes;Madrid;28012;Spain;40.415578157158336;-3.701363912756882;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Hair dryer;;65.0;;;;20.0;1;0;2;365;;13;28;53;328;0;;;;;;;;flexible;4.0;;40.4155781572,-3.70136391276
;Madrid;28007;Spain;40.404542314073346;-3.674208784489807;Other;Entire home/apt;5;2.0;3.0;3.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;89.0;;;500.0;45.0;5;21;30;1125;;0;0;0;262;6;93.0;10.0;9.0;10.0;9.0;9.0;9.0;strict;2.0;1.59;40.4045423141,-3.67420878449
Argüelles;Madrid;28008;Spain;40.42410583522345;-3.714124709263227;Apartment;Private room;2;0.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Laptop friendly workspace;;29.0;;;;15.0;1;6;3;1125;;27;57;87;178;11;91.0;9.0;9.0;10.0;9.0;10.0;9.0;moderate;8.0;0.99;40.4241058352,-3.71412470926
;Madrid;28012;Spain;40.414695368994195;-3.7056445508910985;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;29.0;199.0;575.0;;25.0;2;40;1;1125;;9;39;69;159;20;82.0;9.0;8.0;9.0;9.0;10.0;8.0;moderate;1.0;0.91;40.414695369,-3.70564455089
